01/09/2016 07:17 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17212 | STATUS = 5 | DATA = 01/09/2016 7:17 | MOTIVO_CANCELAMENTO = Separar C.I. por falta de cupom fiscal
21/09/2016 18:05 - JG | USUARIO = 10849 | CI = 17521 | STATUS = 7 | DATA = 21/09/2016 18:05 | MOTIVO_CANCELAMENTO = ok
21/09/2016 18:16 - SYLVIO | USUARIO = 10914 | CI = 17521 | STATUS = 3 | DATA = 21/09/2016 18:16 | MOTIVO_CANCELAMENTO = 
22/09/2016 07:16 - CHRISTIANO | USUARIO = 11570 | CI = 17530 | STATUS = 3 | DATA = 22/09/2016 7:16 | MOTIVO_CANCELAMENTO = 
22/09/2016 08:24 - NORIVAL | USUARIO = 10955 | CI = 17540 | STATUS = 5 | DATA = 22/09/2016 8:24 | MOTIVO_CANCELAMENTO = 2-C.I. MESMO VALOR E MESMO VEICULO
22/09/2016 09:07 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17463 | STATUS = 5 | DATA = 22/09/2016 9:07 | MOTIVO_CANCELAMENTO = Substituição pela C.I. 17537 de 22/09/2016.

Guia não foi paga no prazo devido aprovação.
22/09/2016 09:07 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17537 | STATUS = 7 | DATA = 22/09/2016 9:07 | MOTIVO_CANCELAMENTO = 
22/09/2016 09:08 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17536 | STATUS = 7 | DATA = 22/09/2016 9:08 | MOTIVO_CANCELAMENTO = 
22/09/2016 09:08 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17536 | STATUS = 3 | DATA = 22/09/2016 9:08 | MOTIVO_CANCELAMENTO = 
22/09/2016 09:10 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17511 | STATUS = 7 | DATA = 22/09/2016 9:10 | MOTIVO_CANCELAMENTO = 
22/09/2016 09:11 - JT | USUARIO = 10823 | CI = 17541 | STATUS = 7 | DATA = 22/09/2016 9:11 | MOTIVO_CANCELAMENTO = 
22/09/2016 09:11 - JT | USUARIO = 10823 | CI = 17541 | STATUS = 3 | DATA = 22/09/2016 9:11 | MOTIVO_CANCELAMENTO = 
22/09/2016 09:11 - JT | USUARIO = 10823 | CI = 17542 | STATUS = 7 | DATA = 22/09/2016 9:11 | MOTIVO_CANCELAMENTO = 
22/09/2016 09:11 - JT | USUARIO = 10823 | CI = 17542 | STATUS = 3 | DATA = 22/09/2016 9:11 | MOTIVO_CANCELAMENTO = 
22/09/2016 09:11 - JT | USUARIO = 10823 | CI = 17543 | STATUS = 7 | DATA = 22/09/2016 9:11 | MOTIVO_CANCELAMENTO = 
22/09/2016 09:11 - JT | USUARIO = 10823 | CI = 17543 | STATUS = 3 | DATA = 22/09/2016 9:11 | MOTIVO_CANCELAMENTO = 
22/09/2016 09:12 - JT | USUARIO = 10823 | CI = 17545 | STATUS = 7 | DATA = 22/09/2016 9:12 | MOTIVO_CANCELAMENTO = 
22/09/2016 09:12 - JT | USUARIO = 10823 | CI = 17545 | STATUS = 3 | DATA = 22/09/2016 9:12 | MOTIVO_CANCELAMENTO = 
22/09/2016 11:17 - MARCIO | USUARIO = 10850 | CI = 17538 | STATUS = 3 | DATA = 22/09/2016 11:17 | MOTIVO_CANCELAMENTO = 
22/09/2016 12:00 - TADEUMACHADO | USUARIO = 11594 | CI = 17547 | STATUS = 3 | DATA = 22/09/2016 12:00 | MOTIVO_CANCELAMENTO = 
22/09/2016 15:22 - AREIAS | USUARIO = 10997 | CI = 17544 | STATUS = 7 | DATA = 22/09/2016 15:22 | MOTIVO_CANCELAMENTO = 
22/09/2016 15:22 - AREIAS | USUARIO = 10997 | CI = 17551 | STATUS = 7 | DATA = 22/09/2016 15:22 | MOTIVO_CANCELAMENTO = 
22/09/2016 15:29 - MARTA | USUARIO = 10847 | CI = 17550 | STATUS = 3 | DATA = 22/09/2016 15:29 | MOTIVO_CANCELAMENTO = Aprovado.
22/09/2016 15:31 - ZEZE | USUARIO = 10931 | CI = 17544 | STATUS = 3 | DATA = 22/09/2016 15:31 | MOTIVO_CANCELAMENTO = 
22/09/2016 15:32 - ZEZE | USUARIO = 10931 | CI = 17551 | STATUS = 3 | DATA = 22/09/2016 15:32 | MOTIVO_CANCELAMENTO = 
22/09/2016 17:03 - MARCELOGODOI | USUARIO = 11316 | CI = 17539 | STATUS = 7 | DATA = 22/09/2016 17:03 | MOTIVO_CANCELAMENTO = 
23/09/2016 07:43 - CHRISTIANO | USUARIO = 11570 | CI = 17511 | STATUS = 3 | DATA = 23/09/2016 7:43 | MOTIVO_CANCELAMENTO = 
23/09/2016 07:43 - CHRISTIANO | USUARIO = 11570 | CI = 17539 | STATUS = 3 | DATA = 23/09/2016 7:43 | MOTIVO_CANCELAMENTO = 
23/09/2016 07:43 - CHRISTIANO | USUARIO = 11570 | CI = 17537 | STATUS = 3 | DATA = 23/09/2016 7:43 | MOTIVO_CANCELAMENTO = 
23/09/2016 10:09 - DOUGLAS | USUARIO = 11530 | CI = 17537 | STATUS = 3 | DATA = 23/09/2016 10:09 | MOTIVO_CANCELAMENTO = 
23/09/2016 10:09 - DOUGLAS | USUARIO = 11530 | CI = 17511 | STATUS = 3 | DATA = 23/09/2016 10:09 | MOTIVO_CANCELAMENTO = 
23/09/2016 11:03 - LUIDE | USUARIO = 10836 | CI = 17552 | STATUS = 3 | DATA = 23/09/2016 11:03 | MOTIVO_CANCELAMENTO = 
23/09/2016 11:03 - LUIDE | USUARIO = 10836 | CI = 17460 | STATUS = 3 | DATA = 23/09/2016 11:03 | MOTIVO_CANCELAMENTO = 
23/09/2016 13:04 - MARCIO | USUARIO = 10850 | CI = 17560 | STATUS = 3 | DATA = 23/09/2016 13:04 | MOTIVO_CANCELAMENTO = 
23/09/2016 13:38 - DORACI | USUARIO = 10886 | CI = 17554 | STATUS = 7 | DATA = 23/09/2016 13:38 | MOTIVO_CANCELAMENTO = 
23/09/2016 13:38 - DORACI | USUARIO = 10886 | CI = 17554 | STATUS = 3 | DATA = 23/09/2016 13:38 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:22 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17563 | STATUS = 7 | DATA = 23/09/2016 14:22 | MOTIVO_CANCELAMENTO = Vencimento para 30/09/2016
23/09/2016 14:22 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17563 | STATUS = 3 | DATA = 23/09/2016 14:22 | MOTIVO_CANCELAMENTO = Vencimento para 30/09/2016
23/09/2016 14:22 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17548 | STATUS = 7 | DATA = 23/09/2016 14:22 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:22 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17548 | STATUS = 3 | DATA = 23/09/2016 14:22 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:22 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17546 | STATUS = 3 | DATA = 23/09/2016 14:22 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:23 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17526 | STATUS = 7 | DATA = 23/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:23 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17526 | STATUS = 3 | DATA = 23/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:23 - AREIAS | USUARIO = 10997 | CI = 17562 | STATUS = 7 | DATA = 23/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:23 - AREIAS | USUARIO = 10997 | CI = 17562 | STATUS = 3 | DATA = 23/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:23 - AREIAS | USUARIO = 10997 | CI = 17564 | STATUS = 7 | DATA = 23/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:23 - AREIAS | USUARIO = 10997 | CI = 17564 | STATUS = 3 | DATA = 23/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:23 - OSNY | USUARIO = 10826 | CI = 17555 | STATUS = 7 | DATA = 23/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:23 - OSNY | USUARIO = 10826 | CI = 17555 | STATUS = 3 | DATA = 23/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:23 - AREIAS | USUARIO = 10997 | CI = 17566 | STATUS = 7 | DATA = 23/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:23 - AREIAS | USUARIO = 10997 | CI = 17566 | STATUS = 3 | DATA = 23/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
23/09/2016 14:24 - MARTA | USUARIO = 10847 | CI = 17565 | STATUS = 3 | DATA = 23/09/2016 14:24 | MOTIVO_CANCELAMENTO = Aprovado.
23/09/2016 16:46 - ALEXANDRE | USUARIO = 10837 | CI = 17549 | STATUS = 7 | DATA = 23/09/2016 16:46 | MOTIVO_CANCELAMENTO = 
23/09/2016 16:46 - ALEXANDRE | USUARIO = 10837 | CI = 17549 | STATUS = 3 | DATA = 23/09/2016 16:46 | MOTIVO_CANCELAMENTO = 
23/09/2016 16:46 - ALEXANDRE | USUARIO = 10837 | CI = 17556 | STATUS = 7 | DATA = 23/09/2016 16:46 | MOTIVO_CANCELAMENTO = 
23/09/2016 16:46 - ALEXANDRE | USUARIO = 10837 | CI = 17556 | STATUS = 3 | DATA = 23/09/2016 16:46 | MOTIVO_CANCELAMENTO = 
23/09/2016 16:46 - ALEXANDRE | USUARIO = 10837 | CI = 17557 | STATUS = 7 | DATA = 23/09/2016 16:46 | MOTIVO_CANCELAMENTO = 
23/09/2016 16:46 - ALEXANDRE | USUARIO = 10837 | CI = 17557 | STATUS = 3 | DATA = 23/09/2016 16:46 | MOTIVO_CANCELAMENTO = 
23/09/2016 17:05 - CAMARA | USUARIO = 10841 | CI = 17569 | STATUS = 3 | DATA = 23/09/2016 17:05 | MOTIVO_CANCELAMENTO = Ok Foi dispensado
23/09/2016 17:58 - JT | USUARIO = 10823 | CI = 17561 | STATUS = 7 | DATA = 23/09/2016 17:58 | MOTIVO_CANCELAMENTO = 
23/09/2016 17:58 - JT | USUARIO = 10823 | CI = 17567 | STATUS = 3 | DATA = 23/09/2016 17:58 | MOTIVO_CANCELAMENTO = 
23/09/2016 17:58 - JT | USUARIO = 10823 | CI = 17570 | STATUS = 7 | DATA = 23/09/2016 17:58 | MOTIVO_CANCELAMENTO = 
23/09/2016 17:58 - JT | USUARIO = 10823 | CI = 17570 | STATUS = 3 | DATA = 23/09/2016 17:58 | MOTIVO_CANCELAMENTO = 
26/09/2016 08:07 - GISELERATEIRO | USUARIO = 11143 | CI = 17568 | STATUS = 7 | DATA = 26/09/2016 8:07 | MOTIVO_CANCELAMENTO = 
26/09/2016 08:48 - SYLVIO | USUARIO = 10914 | CI = 17568 | STATUS = 3 | DATA = 26/09/2016 8:48 | MOTIVO_CANCELAMENTO = 
26/09/2016 08:48 - SYLVIO | USUARIO = 10914 | CI = 17561 | STATUS = 3 | DATA = 26/09/2016 8:48 | MOTIVO_CANCELAMENTO = 
26/09/2016 08:55 - DORACI | USUARIO = 10886 | CI = 17574 | STATUS = 7 | DATA = 26/09/2016 8:55 | MOTIVO_CANCELAMENTO = 
26/09/2016 08:55 - DORACI | USUARIO = 10886 | CI = 17574 | STATUS = 3 | DATA = 26/09/2016 8:55 | MOTIVO_CANCELAMENTO = 
26/09/2016 09:32 - DORACI | USUARIO = 10886 | CI = 17575 | STATUS = 7 | DATA = 26/09/2016 9:32 | MOTIVO_CANCELAMENTO = 
26/09/2016 09:32 - DORACI | USUARIO = 10886 | CI = 17575 | STATUS = 3 | DATA = 26/09/2016 9:32 | MOTIVO_CANCELAMENTO = 
26/09/2016 09:50 - DOUGLAS | USUARIO = 11530 | CI = 17568 | STATUS = 3 | DATA = 26/09/2016 9:50 | MOTIVO_CANCELAMENTO = mediante aprovação Silvio
26/09/2016 10:15 - ZEZE | USUARIO = 10931 | CI = 17573 | STATUS = 3 | DATA = 26/09/2016 10:15 | MOTIVO_CANCELAMENTO = 
26/09/2016 11:07 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17582 | STATUS = 3 | DATA = 26/09/2016 11:07 | MOTIVO_CANCELAMENTO = 
26/09/2016 11:23 - HEBERTLUCIO | USUARIO = 11635 | CI = 17581 | STATUS = 3 | DATA = 26/09/2016 11:23 | MOTIVO_CANCELAMENTO = 
26/09/2016 12:51 - MARCELOGODOI | USUARIO = 11316 | CI = 17559 | STATUS = 7 | DATA = 26/09/2016 12:51 | MOTIVO_CANCELAMENTO = 
26/09/2016 12:54 - MARCELOGODOI | USUARIO = 11316 | CI = 17577 | STATUS = 7 | DATA = 26/09/2016 12:54 | MOTIVO_CANCELAMENTO = Nosso cálculo preliminar chegou a 45.000,00. Fizemos as propostas de acordo em audiência, mas infrutíferas. Não havia elementos para recurso.
26/09/2016 12:55 - MARCELOGODOI | USUARIO = 11316 | CI = 17580 | STATUS = 7 | DATA = 26/09/2016 12:55 | MOTIVO_CANCELAMENTO = Fizemos proposta em audiência, infrutífera. 
26/09/2016 13:59 - JT | USUARIO = 10823 | CI = 17585 | STATUS = 7 | DATA = 26/09/2016 13:59 | MOTIVO_CANCELAMENTO = 
26/09/2016 14:08 - DOUGLAS | USUARIO = 11530 | CI = 17577 | STATUS = 3 | DATA = 26/09/2016 14:08 | MOTIVO_CANCELAMENTO = mediante aprovação acc
26/09/2016 14:26 - SYLVIO | USUARIO = 10914 | CI = 17585 | STATUS = 3 | DATA = 26/09/2016 14:26 | MOTIVO_CANCELAMENTO = 
26/09/2016 15:31 - DORACI | USUARIO = 10886 | CI = 17590 | STATUS = 7 | DATA = 26/09/2016 15:31 | MOTIVO_CANCELAMENTO = 
26/09/2016 16:19 - DORACI | USUARIO = 10886 | CI = 17591 | STATUS = 7 | DATA = 26/09/2016 16:19 | MOTIVO_CANCELAMENTO = 
26/09/2016 16:19 - DORACI | USUARIO = 10886 | CI = 17591 | STATUS = 3 | DATA = 26/09/2016 16:19 | MOTIVO_CANCELAMENTO = 
26/09/2016 16:59 - LUIDE | USUARIO = 10836 | CI = 17588 | STATUS = 7 | DATA = 26/09/2016 16:59 | MOTIVO_CANCELAMENTO = 
26/09/2016 16:59 - LUIDE | USUARIO = 10836 | CI = 17593 | STATUS = 7 | DATA = 26/09/2016 16:59 | MOTIVO_CANCELAMENTO = 
26/09/2016 16:59 - LUIDE | USUARIO = 10836 | CI = 17593 | STATUS = 3 | DATA = 26/09/2016 16:59 | MOTIVO_CANCELAMENTO = 
26/09/2016 18:04 - CAMARA | USUARIO = 10841 | CI = 17576 | STATUS = 3 | DATA = 26/09/2016 18:04 | MOTIVO_CANCELAMENTO = 
26/09/2016 18:08 - DOUGLAS | USUARIO = 11530 | CI = 17588 | STATUS = 3 | DATA = 26/09/2016 18:08 | MOTIVO_CANCELAMENTO = 
26/09/2016 18:09 - DOUGLAS | USUARIO = 11530 | CI = 17590 | STATUS = 3 | DATA = 26/09/2016 18:09 | MOTIVO_CANCELAMENTO = 
26/09/2016 18:38 - CHRISTIANO | USUARIO = 11570 | CI = 17559 | STATUS = 3 | DATA = 26/09/2016 18:38 | MOTIVO_CANCELAMENTO = 
26/09/2016 18:38 - CHRISTIANO | USUARIO = 11570 | CI = 17577 | STATUS = 3 | DATA = 26/09/2016 18:38 | MOTIVO_CANCELAMENTO = 
26/09/2016 18:39 - CHRISTIANO | USUARIO = 11570 | CI = 17580 | STATUS = 3 | DATA = 26/09/2016 18:39 | MOTIVO_CANCELAMENTO = 
26/09/2016 18:39 - CHRISTIANO | USUARIO = 11570 | CI = 17590 | STATUS = 3 | DATA = 26/09/2016 18:39 | MOTIVO_CANCELAMENTO = 
27/09/2016 07:07 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17578 | STATUS = 3 | DATA = 27/09/2016 7:07 | MOTIVO_CANCELAMENTO = O contrato de prestação de serviço existe, 1207/2016.

O ASO será providenciado esta semana, os demais documentos estão ok e já foram entregues ao Dep. de Segurança do Trabalho.
27/09/2016 07:07 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17494 | STATUS = 7 | DATA = 27/09/2016 7:07 | MOTIVO_CANCELAMENTO = 
27/09/2016 07:23 - ZEZE | USUARIO = 10931 | CI = 17584 | STATUS = 7 | DATA = 27/09/2016 7:23 | MOTIVO_CANCELAMENTO = 
27/09/2016 07:23 - ZEZE | USUARIO = 10931 | CI = 17584 | STATUS = 3 | DATA = 27/09/2016 7:23 | MOTIVO_CANCELAMENTO = 
27/09/2016 07:23 - ZEZE | USUARIO = 10931 | CI = 17586 | STATUS = 7 | DATA = 27/09/2016 7:23 | MOTIVO_CANCELAMENTO = 
27/09/2016 07:23 - ZEZE | USUARIO = 10931 | CI = 17586 | STATUS = 3 | DATA = 27/09/2016 7:23 | MOTIVO_CANCELAMENTO = 
27/09/2016 07:24 - ZEZE | USUARIO = 10931 | CI = 17587 | STATUS = 3 | DATA = 27/09/2016 7:24 | MOTIVO_CANCELAMENTO = 
27/09/2016 07:24 - ZEZE | USUARIO = 10931 | CI = 17589 | STATUS = 7 | DATA = 27/09/2016 7:24 | MOTIVO_CANCELAMENTO = 
27/09/2016 07:39 - AREIAS | USUARIO = 10997 | CI = 17579 | STATUS = 7 | DATA = 27/09/2016 7:39 | MOTIVO_CANCELAMENTO = 
27/09/2016 07:39 - AREIAS | USUARIO = 10997 | CI = 17579 | STATUS = 3 | DATA = 27/09/2016 7:39 | MOTIVO_CANCELAMENTO = 
27/09/2016 08:07 - ZEZE | USUARIO = 10931 | CI = 17595 | STATUS = 7 | DATA = 27/09/2016 8:07 | MOTIVO_CANCELAMENTO = 
27/09/2016 08:07 - ZEZE | USUARIO = 10931 | CI = 17595 | STATUS = 3 | DATA = 27/09/2016 8:07 | MOTIVO_CANCELAMENTO = 
27/09/2016 08:08 - DOUGLAS | USUARIO = 11530 | CI = 17589 | STATUS = 3 | DATA = 27/09/2016 8:08 | MOTIVO_CANCELAMENTO = 
27/09/2016 08:08 - DOUGLAS | USUARIO = 11530 | CI = 17494 | STATUS = 3 | DATA = 27/09/2016 8:08 | MOTIVO_CANCELAMENTO = 
27/09/2016 08:48 - GISELERATEIRO | USUARIO = 11143 | CI = 17596 | STATUS = 7 | DATA = 27/09/2016 8:48 | MOTIVO_CANCELAMENTO = 
27/09/2016 09:20 - JT | USUARIO = 10823 | CI = 17583 | STATUS = 3 | DATA = 27/09/2016 9:20 | MOTIVO_CANCELAMENTO = 
27/09/2016 09:20 - JT | USUARIO = 10823 | CI = 17592 | STATUS = 7 | DATA = 27/09/2016 9:20 | MOTIVO_CANCELAMENTO = 
27/09/2016 09:20 - JT | USUARIO = 10823 | CI = 17592 | STATUS = 3 | DATA = 27/09/2016 9:20 | MOTIVO_CANCELAMENTO = 
27/09/2016 10:03 - ZEZE | USUARIO = 10931 | CI = 17597 | STATUS = 3 | DATA = 27/09/2016 10:03 | MOTIVO_CANCELAMENTO = 
27/09/2016 10:03 - ZEZE | USUARIO = 10931 | CI = 17598 | STATUS = 7 | DATA = 27/09/2016 10:03 | MOTIVO_CANCELAMENTO = 
27/09/2016 10:03 - ZEZE | USUARIO = 10931 | CI = 17598 | STATUS = 3 | DATA = 27/09/2016 10:03 | MOTIVO_CANCELAMENTO = 
27/09/2016 10:03 - ZEZE | USUARIO = 10931 | CI = 17599 | STATUS = 3 | DATA = 27/09/2016 10:03 | MOTIVO_CANCELAMENTO = 
27/09/2016 10:54 - MARTA | USUARIO = 10847 | CI = 17603 | STATUS = 3 | DATA = 27/09/2016 10:54 | MOTIVO_CANCELAMENTO = Aprovado.
27/09/2016 11:20 - MARTA | USUARIO = 10847 | CI = 17604 | STATUS = 3 | DATA = 27/09/2016 11:20 | MOTIVO_CANCELAMENTO = Aprovado (pagamento incorreto no mês anterior).
27/09/2016 13:32 - CAMARA | USUARIO = 10841 | CI = 17607 | STATUS = 3 | DATA = 27/09/2016 13:32 | MOTIVO_CANCELAMENTO = 
27/09/2016 13:52 - JT | USUARIO = 10823 | CI = 17608 | STATUS = 3 | DATA = 27/09/2016 13:52 | MOTIVO_CANCELAMENTO = 
27/09/2016 14:21 - ZEZE | USUARIO = 10931 | CI = 17609 | STATUS = 7 | DATA = 27/09/2016 14:21 | MOTIVO_CANCELAMENTO = 
27/09/2016 14:21 - ZEZE | USUARIO = 10931 | CI = 17609 | STATUS = 3 | DATA = 27/09/2016 14:21 | MOTIVO_CANCELAMENTO = 
27/09/2016 14:25 - DOUGLAS | USUARIO = 11530 | CI = 17596 | STATUS = 3 | DATA = 27/09/2016 14:25 | MOTIVO_CANCELAMENTO = mediante aprovação silvio
27/09/2016 16:43 - DORACI | USUARIO = 10886 | CI = 17613 | STATUS = 3 | DATA = 27/09/2016 16:43 | MOTIVO_CANCELAMENTO = 
27/09/2016 17:05 - CAMARA | USUARIO = 10841 | CI = 17612 | STATUS = 3 | DATA = 27/09/2016 17:05 | MOTIVO_CANCELAMENTO = 
28/09/2016 08:42 - LUISMOREIRA | USUARIO = 11281 | CI = 17619 | STATUS = 5 | DATA = 28/09/2016 8:42 | MOTIVO_CANCELAMENTO = FALTOU ANEXAR OS COMPROVANTES
28/09/2016 09:00 - JT | USUARIO = 10823 | CI = 17611 | STATUS = 7 | DATA = 28/09/2016 9:00 | MOTIVO_CANCELAMENTO = 
28/09/2016 09:00 - JT | USUARIO = 10823 | CI = 17611 | STATUS = 3 | DATA = 28/09/2016 9:00 | MOTIVO_CANCELAMENTO = 
28/09/2016 09:03 - DORACI | USUARIO = 10886 | CI = 17617 | STATUS = 3 | DATA = 28/09/2016 9:03 | MOTIVO_CANCELAMENTO = 
28/09/2016 09:24 - DORACI | USUARIO = 10886 | CI = 17621 | STATUS = 7 | DATA = 28/09/2016 9:24 | MOTIVO_CANCELAMENTO = 
28/09/2016 09:24 - DORACI | USUARIO = 10886 | CI = 17621 | STATUS = 3 | DATA = 28/09/2016 9:24 | MOTIVO_CANCELAMENTO = 
28/09/2016 09:34 - DOUGLAS | USUARIO = 11530 | CI = 17622 | STATUS = 3 | DATA = 28/09/2016 9:34 | MOTIVO_CANCELAMENTO = 
28/09/2016 09:53 - ZEZE | USUARIO = 10931 | CI = 17618 | STATUS = 7 | DATA = 28/09/2016 9:53 | MOTIVO_CANCELAMENTO = 
28/09/2016 09:53 - ZEZE | USUARIO = 10931 | CI = 17618 | STATUS = 3 | DATA = 28/09/2016 9:53 | MOTIVO_CANCELAMENTO = 
28/09/2016 10:28 - ROBSONMANFRIM | USUARIO = 11234 | CI = 15884 | STATUS = 5 | DATA = 28/09/2016 10:28 | MOTIVO_CANCELAMENTO = Atualização das férias via SGI WEB
28/09/2016 10:38 - TADEUMACHADO | USUARIO = 11594 | CI = 17625 | STATUS = 3 | DATA = 28/09/2016 10:38 | MOTIVO_CANCELAMENTO = 
28/09/2016 10:45 - DORACI | USUARIO = 10886 | CI = 17626 | STATUS = 7 | DATA = 28/09/2016 10:45 | MOTIVO_CANCELAMENTO = 
28/09/2016 10:45 - DORACI | USUARIO = 10886 | CI = 17626 | STATUS = 3 | DATA = 28/09/2016 10:45 | MOTIVO_CANCELAMENTO = 
28/09/2016 10:55 - AREIAS | USUARIO = 10997 | CI = 17614 | STATUS = 7 | DATA = 28/09/2016 10:55 | MOTIVO_CANCELAMENTO = 
28/09/2016 10:55 - AREIAS | USUARIO = 10997 | CI = 17615 | STATUS = 7 | DATA = 28/09/2016 10:55 | MOTIVO_CANCELAMENTO = 
28/09/2016 10:55 - AREIAS | USUARIO = 10997 | CI = 17615 | STATUS = 3 | DATA = 28/09/2016 10:55 | MOTIVO_CANCELAMENTO = 
28/09/2016 10:55 - AREIAS | USUARIO = 10997 | CI = 17616 | STATUS = 7 | DATA = 28/09/2016 10:55 | MOTIVO_CANCELAMENTO = 
28/09/2016 10:55 - AREIAS | USUARIO = 10997 | CI = 17616 | STATUS = 3 | DATA = 28/09/2016 10:55 | MOTIVO_CANCELAMENTO = 
28/09/2016 10:55 - AREIAS | USUARIO = 10997 | CI = 17620 | STATUS = 7 | DATA = 28/09/2016 10:55 | MOTIVO_CANCELAMENTO = 
28/09/2016 11:59 - CAMARA | USUARIO = 10841 | CI = 17623 | STATUS = 3 | DATA = 28/09/2016 11:59 | MOTIVO_CANCELAMENTO = 
28/09/2016 14:00 - ACIR | USUARIO = 10839 | CI = 17628 | STATUS = 3 | DATA = 28/09/2016 14:00 | MOTIVO_CANCELAMENTO = 
28/09/2016 14:00 - ACIR | USUARIO = 10839 | CI = 17553 | STATUS = 3 | DATA = 28/09/2016 14:00 | MOTIVO_CANCELAMENTO = 
28/09/2016 14:10 - JT | USUARIO = 10823 | CI = 17627 | STATUS = 3 | DATA = 28/09/2016 14:10 | MOTIVO_CANCELAMENTO = 
28/09/2016 14:55 - HEBERTLUCIO | USUARIO = 11635 | CI = 17605 | STATUS = 3 | DATA = 28/09/2016 14:55 | MOTIVO_CANCELAMENTO = 
28/09/2016 14:55 - HEBERTLUCIO | USUARIO = 11635 | CI = 17606 | STATUS = 3 | DATA = 28/09/2016 14:55 | MOTIVO_CANCELAMENTO = 
28/09/2016 16:32 - MATHEUSDELANEZA | USUARIO = 6900 | CI = 17630 | STATUS = 7 | DATA = 28/09/2016 16:32 | MOTIVO_CANCELAMENTO = 
28/09/2016 16:41 - AREIAS | USUARIO = 10997 | CI = 17629 | STATUS = 7 | DATA = 28/09/2016 16:41 | MOTIVO_CANCELAMENTO = 
28/09/2016 16:42 - CRISTIANOALVES | USUARIO = 11226 | CI = 17630 | STATUS = 5 | DATA = 28/09/2016 16:42 | MOTIVO_CANCELAMENTO = Informações incorretas.

28/09/2016 16:45 - MATHEUSDELANEZA | USUARIO = 6900 | CI = 17632 | STATUS = 7 | DATA = 28/09/2016 16:45 | MOTIVO_CANCELAMENTO = 
28/09/2016 20:01 - DOUGLAS | USUARIO = 11530 | CI = 17620 | STATUS = 3 | DATA = 28/09/2016 20:01 | MOTIVO_CANCELAMENTO = 
29/09/2016 08:25 - MATHEUSUZELOTTO | USUARIO = 11309 | CI = 17558 | STATUS = 7 | DATA = 29/09/2016 8:25 | MOTIVO_CANCELAMENTO = ok
29/09/2016 08:25 - MATHEUSUZELOTTO | USUARIO = 11309 | CI = 17571 | STATUS = 7 | DATA = 29/09/2016 8:25 | MOTIVO_CANCELAMENTO = ok
29/09/2016 08:26 - MATHEUSUZELOTTO | USUARIO = 11309 | CI = 17572 | STATUS = 7 | DATA = 29/09/2016 8:26 | MOTIVO_CANCELAMENTO = ok
29/09/2016 08:26 - MATHEUSUZELOTTO | USUARIO = 11309 | CI = 17572 | STATUS = 3 | DATA = 29/09/2016 8:26 | MOTIVO_CANCELAMENTO = ok
29/09/2016 08:26 - MATHEUSUZELOTTO | USUARIO = 11309 | CI = 17594 | STATUS = 7 | DATA = 29/09/2016 8:26 | MOTIVO_CANCELAMENTO = ok
29/09/2016 08:57 - SYLVIO | USUARIO = 10914 | CI = 17635 | STATUS = 7 | DATA = 29/09/2016 8:57 | MOTIVO_CANCELAMENTO = 
29/09/2016 08:57 - SYLVIO | USUARIO = 10914 | CI = 17634 | STATUS = 7 | DATA = 29/09/2016 8:57 | MOTIVO_CANCELAMENTO = 
29/09/2016 08:58 - SYLVIO | USUARIO = 10914 | CI = 17596 | STATUS = 3 | DATA = 29/09/2016 8:58 | MOTIVO_CANCELAMENTO = 
29/09/2016 08:58 - SYLVIO | USUARIO = 10914 | CI = 17614 | STATUS = 3 | DATA = 29/09/2016 8:58 | MOTIVO_CANCELAMENTO = 
